tweet,label,text_len,tweet_clean,clean_len,label_id
"Hhhhh dia emang sosok yang patut dicontoh. Pengabdian dan manfaatnya tiada tara bagi manusia, tapi gue nggak sanggup Kar. Gue udah menimbang nimbang dengan seksama, gue nggak bisa jadi kayak dia. Maaf ya lo jangan kecewa",sadness,220,hh dia memang sosok yang patut dicontoh pengabdian dan manfaatnya tiada tara bagi manusia tapi saya tidak sanggup kar saya sudah menimbang nimbang dengan seksama saya tidak bisa jadi seperti dia maaf ya kamu jangan kecewa,221,4
"Kalo suda risih, mohon ditanyakan kepentingannya apa wkwk",disgust,57,kalau suda risih mohon ditanyakan kepentingannya apa haha,57,1
Kesal bacanya pake nyanyi,anger,25,kesal bacanya pake nyanyi,25,0
Hidih kesal banget,anger,18,hidih kesal banget,18,0
Duka euy,sadness,8,duka euy,8,4
Seru si tapi ga puas aja wkwk,joy,29,seru si tapi tidak puas aja haha,32,3
"Paling jijik sm org yg spam chat apalagi spam stiker, minta dibanting kaliya hpnya",disgust,82,paling jijik sama orang yang spam chat apalagi spam stiker minta dibanting kaliya hpnya,87,1
"Gue Bangga banget bisa kenal . Dari dulu sampai sekarang tetap follback gue meski berkali gue tumbang . Maaf kalau yg lain masih suka pilihan , tapi gak semuanya juga begitu . Salam Hormat bang Teman yang sesungguhnya.",joy,218,saya bangga banget bisa kenal dari dulu sampai sekarang tetap follback saya meski berkali saya tumbang maaf kalau yang lain masih suka pilihan tapi tidak semuanya juga begitu salam hormat bang teman yang sesungguhnya,216,3
Duka : Kosan suka jadi tempat tongkrongan anak2 kelas kalo buat kerkom,sadness,70,duka kosan suka jadi tempat tongkrongan anak2 kelas kalau buat kerkom,69,4
Aku merasa tersinggung,anger,22,saya merasa tersinggung,23,0
Hmmm kalo yg suka banget agak gugup. Tp kalo yg biasa aja malah berani banget,fear,77,hmm kalau yang suka banget agak gugup tapi kalau yang biasa aja malah berani banget,83,2
"Indra memutar mata dengan malas, begini saja sudah membuatnya kesal terlebih si lawan bicara dengan sengaja berbicara begitu. ""Ya minum, ngga usah laporan.""",anger,156,indra memutar mata dengan malas begini saja sudah membuatnya kesal terlebih si lawan bicara dengan sengaja berbicara begitu ya minum tidak usah laporan,151,0
Ini artinya Nelayan2 di Natuna bukan sj hrs mnghadapi Kapal2 illegal RRT..tapi jg berhadapan dgn Kapal2 ssama warga negara Ind. Dimanapun kapal2 besar tst beroperasi..Nelayan2 kecil yg akan sengsara seiring berkurangnya hasil ikan tangkapan.,anger,241,ini artinya nelayan2 di natuna bukan sj harus mnghadapi kapal2 illegal rrt tapi juga berhadapan dengan kapal2 ssama warga negara ind dimanapun kapal2 besar tst beroperasi nelayan2 kecil yang akan sengsara seiring berkurangnya hasil ikan tangkapan,246,0
"Hai nder terimakasih ya tapi plis siapa sih yg mau bawa penyakit, tolong kata2 nya sebagai fans dan sebagai orang yg merasa yg kamu sebut jujur aku tersinggung, gua datang ke indo cek semua badan dan sehat,sampai indo gua cek lagi sapai paru2 semua dan vaksin dan gua sehat,thx",anger,277,hai nder terimakasih ya tapi plis siapa sih yang mau bawa penyakit tolong kata2 nya sebagai fans dan sebagai orang yang merasa yang kamu sebut jujur saya tersinggung gua datang ke indo cek semua badan dan sehat sampai indo gua cek lagi sapai paru2 semua dan vaksin dan gua sehat thx,282,0
eh kok... wkwk aku benci dengan pikiran ku,anger,42,eh kok haha saya benci dengan pikiran ku,40,0
Turut senang akhirnya berlibur,joy,30,turut senang akhirnya berlibur,30,3
mknya heran .,surprise,13,mknya heran,11,5
aku senang kembali menemukan tawa dari orang-orang yang sudah ku kenal di 19 tahun kehidupanku pdahal aku masih masih berumur 23 saat ini. lama bukan ? hehe,joy,156,saya senang kembali menemukan tawa dari orang-orang yang sudah ku kenal di 19 tahun kehidupanku pdahal saya masih masih berumur 23 saat ini lama bukan haha,155,3
"Dia udaa tau 3 lagu berarti, sarangeul heta, kill thiss love, sama tetetet tetetet nya zico. Ngeri jadi kpopers aja bis ini wkwkwk",fear,130,dia udaa tahu 3 lagu berarti sarangeul heta kill thiss love sama tetetet tetetet nya zico ngeri jadi kpopers aja bis ini haha,125,2
"Aku cuma apresiasi adegan Distrubingnya yang nampak nyata. Tikus2 kecil itu membuatku jijik . Well, dari segi cerita sebenarnya emang bagus tapi terlalu bertele-tele dan rumit.",disgust,176,saya cuma apresiasi adegan distrubingnya yang nampak nyata tikus2 kecil itu membuatku jijik well dari segi cerita sebenarnya memang bagus tapi terlalu bertele-tele dan rumit,173,1
"konspirasinya ngeri tapi masuk akal, corona hampir tidak ada di shanghai, beijing, rusia, korut.. duuh",fear,102,konspirasinya ngeri tapi masuk akal corona hampir tidak ada di shanghai beijing rusia korut duuh,96,2
"Ko tau kalau aku orang yang gakk bisa jujur dengan mudahnya, setiap aku ngomong pasti bikin sakit hati atau tersinggung karna ucapanku.",anger,135,ko tahu kalau saya orang yang gakk bisa jujur dengan mudahnya setiap saya ngomong pasti bikin sakit hati atau tersinggung karena ucapanku,137,0
"Sbg orang yg benci politisi sjk orde reformasi di korupsi,sy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyat,tp lbh pd eksistensi diri dan strata sosial scr personal,penjilat yg mahir",anger,207,sbg orang yang benci politisi sjk orde reformasi di korupsi sy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyat tp lebih pada eksistensi diri dan strata sosial scr personal penjilat yang mahir,215,0
Syukur jadi gua bisa memuji diri sendiri,joy,40,syukur jadi gua bisa memuji diri sendiri,40,3
aku yang tertipu oleh dirimuuuu,surprise,31,saya yang tertipu oleh dirimuu,30,5
"Kita heran ketika yg ada masalah dan dirugikan umat islam, mereka se akan diam tanpa kata ,tapi kalao sebaliknya waaaw 1 bulan ga habis2 episodenya di media, ingatlah akan penghakiman Allah kelak di Akhirat",joy,206,kita heran ketika yang ada masalah dan dirugikan umat islam mereka se akan diam tanpa kata tapi kalao sebaliknya waaw 1 bulan tidak habis2 episodenya di media ingatlah akan penghakiman allah kelak di akhirat,207,3
Line pun 4G senang nak video call dgn family. Simcard pakai buang kat airport mahal sngt nak buat pakai 2 minggu je pun.,joy,120,line pun 4g senang nak video call dengan family simcard pakai buang kat airport mahal sngt nak buat pakai 2 minggu je pun,121,3
seneng ngeliat harga omi lumayan tinggi di sini tapi tsuzuru mahal sendiri.... kok saya kesal ya,anger,96,seneng ngeliat harga omi lumayan tinggi di sini tapi tsuzuru mahal sendiri kok saya kesal ya,92,0
"hahaha kalau u xpe, meh la borak lagi hahahaha, jaga2 ya... i think he likes u, jgn terkejut terbangun pukul 3 pagi ada yg gigit kaki I",joy,135,hahaha kalau u xpe meh la borak lagi hahahaha jaga2 ya i think he likes u jgn terkejut terbangun pukul 3 pagi ada yang gigit kaki i,131,3
Beban bgt soalnya dia lagi ngmc udh gtu yaaa kesel liat ekspresi nya grup nya si mbak pacar kaya seakan so jijik/gmna gtu yaampun sopan dikit dong yaa harusnya itu kan senior nya setidaknya klo ga suka tuh ya toh akting dikit dpn kamera/publik. Sebel bgttt,anger,256,beban banget soalnya dia lagi ngmc sudah gtu yaa kesel liat ekspresi nya grup nya si mbak pacar kaya seakan so jijik gmna gtu yaampun sopan dikit dong yaa harusnya itu kan senior nya setidaknya kalau tidak suka tuh ya toh akting dikit dpn kamera publik sebel bgtt,263,0
"Maap nder, tp ancen kenyataan. Dadi jijik rasaneeee ihh",disgust,55,maap nder tapi ancen kenyataan dadi jijik rasanee ihh,53,1
Disalahin mulu duka nya,sadness,23,disalahin mulu duka nya,23,4
"Inget nder dosa sesama manusia Tuhan gk ikut campur hati"" yaa takutnya Tuhan murka aibmu dibuka depan umum juga ehehe",anger,117,inget nder dosa sesama manusia tuhan gk ikut campur hati yaa takutnya tuhan murka aibmu dibuka depan umum juga ehehe,116,0
"Kesal masih belom, ngantuk iya",anger,30,kesal masih belom ngantuk iya,29,0
Srimulat ala Rejim.... Muak NJING!!,anger,35,srimulat ala rejim muak njing,29,0
"Bener juga, namanya temen kan hrs ada di saat suka dan duka Kan persahabatan bagai kepompong",joy,92,bener juga namanya temen kan harus ada di saat suka dan duka kan persahabatan bagai kepompong,93,3
"Biasa nya sih ga sampai jam segini, makanya ini terheran heran wkwk",joy,67,biasa nya sih tidak sampai jam segini makanya ini terheran heran haha,69,3
aku mau beli malu bawanya tau mbak,sadness,34,saya mau beli malu bawanya tahu mbak,36,4
semoga sengsara di awal bahagia diahir..aamiin,sadness,46,semoga sengsara di awal bahagia diahir aamiin,45,4
Goodluck sidang hari ini Jangan lupa berdoa dan jangan dibawa gugup!! Semangat^^,fear,80,goodluck sidang hari ini jangan lupa berdoa dan jangan dibawa gugup semangat,76,2
"Di balik kacamata hitam hari ini sya lihat banyak keceriaan dan warnawarni kehidupan. Mungkin memang tdk ditakdirkan utk bersama, tp sya bangga anda mau berusaha. Sekarang, face the world, partner!",joy,197,di balik kacamata hitam hari ini sya lihat banyak keceriaan dan warnawarni kehidupan mungkin memang tidak ditakdirkan untuk bersama tapi sya bangga anda mau berusaha sekarang face the world partner,197,3
"Gotong royong aja semua rakyat, jangan nonton dagelan lagi cuma bikin muak doang! Rakyat butuh Sembako dan kesehatan bukan DARURAT SIPIL!!!",disgust,139,gotong royong aja semua rakyat jangan nonton dagelan lagi cuma bikin muak doang rakyat butuh sembako dan kesehatan bukan darurat sipil,134,1
Jejak digital memang ngeri ngeri sedap,fear,38,jejak digital memang ngeri ngeri sedap,38,2
"Al-Qur'an itu indah , apalagi kalau dibaca dan dihafalkan, membuat hati senang dikala sedang sedih",joy,98,al-qur'an itu indah apalagi kalau dibaca dan dihafalkan membuat hati senang dikala sedang sedih,95,3
Ngeri amaat,fear,11,ngeri amaat,11,2
"ngakak ama jhope puas bgt ngetawain jimin, seolah"" kek yahh kasian sabar"" wkwk",joy,78,ngakak sama jhope puas banget ngetawain jimin seolah kek yahh kasian sabar haha,79,3
sesabar apapun cewe kalo terus dibikin kecewa suatu saat pasti akan marah juga,anger,78,sesabar apapun cewe kalau terus dibikin kecewa suatu saat pasti akan marah juga,79,0
Dpt ucapan 4 thun sekali pun dh syukur zi. Hahahahahahahaha.,joy,60,dapat ucapan 4 thun sekali pun dh syukur zi hahahahahahahaha,60,3
"aku dah try. sekarang musuh aku dah jadi kawan. tapi kitorang dingin. cuba yilek ja. buat dunno. lama lama nanti dia penat ah,",disgust,126,saya sudah try sekarang musuh saya sudah jadi kawan tapi kitorang dingin cuba yilek ja buat dunno lama lama nanti dia penat ah,126,1
Semoga pada 31 Januari 2020 ini menjadi hari terakhir di bulan ini untuk kita semua akhirnya mencapai suatu keberkahan dengan penuh rasa syukur setelah berproses dengan indah,joy,174,semoga pada 31 januari 2020 ini menjadi hari terakhir di bulan ini untuk kita semua akhirnya mencapai suatu keberkahan dengan penuh rasa syukur setelah berproses dengan indah,174,3
Sang Setan pun tersinggung dibanding-bandingkan seperti itu. 2,anger,62,sang setan pun tersinggung dibanding-bandingkan seperti itu 2,61,0
Terpesona dengan dance nya,surprise,26,terpesona dengan dance nya,26,5
Malu tau,sadness,8,malu tahu,9,4
"Kalo takut kecoak terbang, cicak diatas kepala takut ketiban cicak Tapi kalo jijik geli itu sama kodok, sm ingus kek pgn muntah",fear,127,kalau takut kecoak terbang cicak diatas kepala takut ketiban cicak tapi kalau jijik geli itu sama kodok sama ingus kek pgn muntah,129,2
"Makane ku juga heran, napa gk skip aja seh yg ini, sumpeh malesin banget",surprise,72,makane ku juga heran napa gk skip aja seh yang ini sumpeh malesin banget,72,5
dan dia akhirmya terpesona sm mark wkwk,joy,39,dan dia akhirmya terpesona sama mark haha,41,3
"Masih! Temen gue dimaki-maki perkara bilang bikin scramble egg liat di utube chef terkenal bukan chef abal2, dia tersinggung",anger,124,masih temen saya dimaki-maki perkara bilang bikin scramble egg liat di utube chef terkenal bukan chef abal2 dia tersinggung,123,0
giliran nu piduiteun anyiiing tanpa malunya konfirmasi berkontrivbusi dlm penbuatan lagu. siateh gimanapun juga ujungnya mah tetep manpaatin diakan? kalo hanbin milih keluar sendiri aing ge ga baklan murka,anger,205,giliran nu piduiteun anyiing tanpa malunya konfirmasi berkontrivbusi dlm penbuatan lagu siateh gimanapun juga ujungnya mah tetep manpaatin diakan kalau hanbin milih keluar sendiri aing ge tidak baklan murka,206,0
Aku kesal dengan doi,anger,20,saya kesal dengan doi,21,0
Ingat senang ke nak wfh? Possibility untuk tertidur &amp; kena maki dengan boss esoknya memang tinggi kakaka,joy,108,ingat senang ke nak wfh possibility untuk tertidur amp kena maki dengan boss esoknya memang tinggi kakaka,105,3
asli. gugup banget. takut. tapii nungguin dr td. huhu,fear,53,asli gugup banget takut tapii nungguin dari td huhu,51,2
"Megahnya bercakap. Tuhan uji beza beza ye. Huh Sibaik la time aku break dulu walaupun insomnia, termenung hari2, berendam air mata, result drop sikit, masih dean every sem, syukur sebab lecturer aku tak belittle aku macam dia buat skrg ni",joy,238,megahnya bercakap tuhan uji beza beza ye huh sibaik la time saya break dulu walaupun insomnia termenung hari2 berendam air mata result drop sikit masih dean every sem syukur sebab lecturer saya tidak belittle saya macam dia buat skrg ni,236,3
syukur haha. jgn flop sudeh haha,joy,32,syukur haha jgn flop sudeh haha,31,3
"Kelebihan gua : Dulu gua gak suka tuh sama yang namanya Bowo yang tiktokan, dan sampe sekarang booming gua ttp gak tertarik. Tapi banyak yang maenin sampe cowo melet melet lidahnya sambil tiktokan. cuma pen bilang, Gak pantes lu KNTL!!! JIJIK, ALAY!! Maap ngegas",anger,262,kelebihan gua dulu gua tidak suka tuh sama yang namanya bowo yang tiktokan dan sampai sekarang booming gua ttp tidak tertarik tapi banyak yang maenin sampai cowo melet melet lidahnya sambil tiktokan cuma pen bilang tidak pantes kamu kntl jijik alay maap ngegas,260,0
"malem malem gini tbtb temen ngirim file word dengan judul ""UTS GEO BENCANA 2020"" fyuh terkejut, untung blm tidur coz disuru ngetag geomer wilayah kajian di pulau sumatera, rebutan dah tu sekelas, oke gua tag Kab. Lampung Utara. bye",surprise,231,malem malem gini tbtb temen ngirim file word dengan judul uts geo bencana 2020 fyuh terkejut untung belum tidur coz disuru ngetag geomer wilayah kajian di pulau sumatera rebutan sudah tu sekelas oke gua tag kab lampung utara bye,228,5
man lemme told u: im okay with those but please JANGAN yg kaya di invisible man ngeri gasi lo diliatin sama orang tembus pandang sinting anjir teknologi ni mengerikan,fear,166,man lemme told u im okay with those but please jangan yang kaya di invisible man ngeri gasi kamu diliatin sama orang tembus pandang sinting anjir teknologi ni mengerikan,169,2
Saya follow Desa dan u guys punye story line.... And this recent post make me feel...... Urghhhh.... So sad. Bukan mudah nak melepaskan dia pergi begitu sahaja slps byk up story suka duka dgn meow tercinta *am i crying..... Ohhh shut up*,sadness,237,saya follow desa dan u guys punye story line and this recent post make me feel urghh so sad bukan mudah nak melepaskan dia pergi begitu sahaja slps banyak up story suka duka dengan meow tercinta am i crying ohh shut up,218,4
takut ngeliat duren.,fear,20,takut ngeliat duren,19,2
syukur la aku tkpernah miss reply chat kau hahaha,joy,49,syukur la saya tkpernah miss reply chat kau hahaha,50,3
(cont.) berwarna sedikit keruh akibat dari debu-debu di lantai juga sepatu-sepatu yang digunakan para murid dan guru yang datang ke kelas. Raira diam saja meskipun tahu kalau Yoonseo merasa kesal atas perlakuannya. Berharap semua akan baik-baik (cont.),anger,252,cont berwarna sedikit keruh akibat dari debu-debu di lantai juga sepatu-sepatu yang digunakan para murid dan guru yang datang ke kelas raira diam saja meskipun tahu kalau yoonseo merasa kesal atas perlakuannya berharap semua akan baik-baik cont,244,0
"Keren nih, siapa yg nge tweet? Yg likes dan retweet banyak ya. Semua sangat agamais dan mudah tersinggung. Anyway, Indonesia 85% - nya muslim, gimana mau anti Islam? Menurut malah kurang kontra, masih banyaknyg diem2 aja kalau ada pengrusakan dll.",anger,247,keren nih siapa yang nge tweet yang likes dan retweet banyak ya semua sangat agamais dan mudah tersinggung anyway indonesia 85 - nya muslim bagaimana mau anti islam menurut malah kurang kontra masih banyaknyg diem2 aja kalau ada pengrusakan dll,244,0
"Mo ngakak, takut dosa",fear,21,mau ngakak takut dosa,21,2
Huhu hujannya pas mau brgkt sekola jd takut basah Dom mana emg ka?,fear,66,huhu hujannya pas mau brgkt sekola jadi takut basah dom mana memang ka,70,2
"jangan la pakai gambar oppa hensem.. i dah berangan ""eh oppa mana likes my tweet niii""... I tak kecewa it's you tau.. i terkilan je sebab bukan oppa.",sadness,149,jangan la pakai gambar oppa hensem i sudah berangan eh oppa mana likes my tweet nii i tidak kecewa it's you tau i terkilan je sebab bukan oppa,142,4
Bukan apa sebab naik muak tgk si bella ni nak raih simpati lepas kene dgn aziz uh,disgust,81,bukan apa sebab naik muak tgk si bella ni nak raih simpati lepas kene dengan aziz uh,84,1
Gantengnya Jaehyun. Padahal niatnya liat Haechan eh malah terpesona sama Jaehyun.,surprise,81,gantengnya jaehyun padahal niatnya liat haechan eh malah terpesona sama jaehyun,79,5
